case,architecture,context_len,scenario,num_clients,dcn_bandwidth_gbps,request_id,input_len,output_len,arrival_time_ms,ttft_ms,cache_retrieval_latency_ms,end_to_end_latency_ms
A,Dedicated per-client,4096,private,128,,1179,1926,108,4945.4921562086165,121.75779209907341,5.100000000000364,1740.0301026147508
A,Dedicated per-client,4096,private,128,,220,1123,386,816.04376116358,91.47333083635203,5.100000000000023,5876.3125601822
A,Dedicated per-client,4096,private,128,,1192,395,112,5005.389496440331,40.092738979365095,5.100000000000364,1702.8191546944945
A,Dedicated per-client,4096,private,128,,1546,309,18,6409.774727614149,43.003222430003916,5.100000000000364,288.2193200280417
A,Dedicated per-client,4096,private,128,,1243,387,91,5171.146320217761,42.12398611781009,5.100000000000364,1532.4532667498906
A,Dedicated per-client,4096,private,128,,1191,402,113,5003.108678927232,45.59713132803063,5.100000000000364,1705.7315872182162
A,Dedicated per-client,4096,private,128,,1523,90,20,6340.419412617123,38.46223317237764,5.100000000000364,369.3982269471071
A,Dedicated per-client,4096,private,128,,1224,2910,88,5108.010265470646,193.60374556040915,5.100000000000364,1606.9509107514414
A,Dedicated per-client,4096,private,128,,1214,397,109,5082.029929363905,35.999708472258135,5.100000000000364,1635.3174214209375
A,Dedicated per-client,4096,private,128,,1386,4082,41,5827.853652137819,280.15190911968875,5.100000000000364,890.2426012520436
A,Dedicated per-client,4096,private,128,,1317,426,80,5529.731337655444,47.73557118058034,5.100000000000364,1191.542027382563
A,Dedicated per-client,4096,private,128,,1162,396,110,4886.461516246558,40.4543746331874,5.100000000000364,1847.1401305007093
A,Dedicated per-client,4096,private,128,,1300,2022,79,5430.077562034417,125.87772314453014,5.100000000000364,1306.104655428555
A,Dedicated per-client,4096,private,128,,1229,1604,96,5120.913351270081,115.87657379492612,5.100000000000364,1620.8309268036946
A,Dedicated per-client,4096,private,128,,1252,383,94,5215.613389298243,38.991381476015704,5.100000000000364,1550.5357243999588
A,Dedicated per-client,4096,private,128,,130,1095,396,480.44974382978063,92.13958967166542,5.100000000000023,6271.928053704724
A,Dedicated per-client,4096,private,128,,1457,4093,28,6078.524633078304,267.9093902551167,5.100000000000364,678.0594654037559
A,Dedicated per-client,4096,private,128,,809,21,194,3398.381959973472,30.766939154003467,5.099999999999909,3363.287139176456
A,Dedicated per-client,4096,private,128,,1248,385,98,5197.3648591608,44.08601881152026,5.100000000000364,1579.6453490858503
A,Dedicated per-client,4096,private,128,,1359,4130,48,5712.086261305573,270.6902710315262,5.100000000000364,1065.2721693652502
A,Dedicated per-client,4096,private,128,,1580,242,14,6537.0976389288835,38.28766258748237,5.100000000000364,262.69990558335303
A,Dedicated per-client,4096,private,128,,122,1049,388,461.8831975611918,80.58137667254022,5.100000000000023,6323.5568565926
A,Dedicated per-client,4096,private,128,,833,165,217,3505.809244203138,38.48435958189566,5.099999999999909,3280.325149478394
A,Dedicated per-client,4096,private,128,,1358,384,66,5711.664705774137,45.775681773426186,5.100000000000364,1094.2637533756124
A,Dedicated per-client,4096,private,128,,221,1058,386,820.8743844514067,82.85301390019686,5.100000000000023,5986.616897927145
A,Dedicated per-client,4096,private,128,,236,1105,396,922.4590114950541,85.1358923525836,5.100000000000023,5892.863285864491
A,Dedicated per-client,4096,private,128,,1288,390,90,5361.537678901968,35.83625677548116,5.100000000000364,1471.1717444104888
A,Dedicated per-client,4096,private,128,,1157,396,119,4871.840404753538,65.61955786441649,5.100000000000364,1950.4446478449427
A,Dedicated per-client,4096,private,128,,1231,408,108,5131.102702118769,37.78292912589313,5.100000000000364,1706.2022365389093
A,Dedicated per-client,4096,private,128,,1246,411,104,5188.2175093105525,38.122263216758256,5.100000000000364,1649.7172438844464
A,Dedicated per-client,4096,private,128,,119,1212,396,453.10327546400333,80.75899149107602,5.100000000000023,6389.402473399278
A,Dedicated per-client,4096,private,128,,26,1211,450,109.42941244472755,80.74934470978224,5.099999999999994,6748.952474774111
A,Dedicated per-client,4096,private,128,,208,1076,409,760.5152151505943,80.33704033890785,5.100000000000023,6122.774388341013
A,Dedicated per-client,4096,private,128,,1067,4974,132,4549.852762577746,344.0723827610336,5.100000000000364,2321.3609289473325
A,Dedicated per-client,4096,private,128,,1357,2013,67,5709.08046506704,149.09045019089808,5.100000000000364,1166.1899203539633
A,Dedicated per-client,4096,private,128,,1411,405,65,5912.072607878641,46.018920121079645,5.100000000000364,966.9523870065823
A,Dedicated per-client,4096,private,128,,1297,405,86,5415.117696722359,38.306389902699266,5.100000000000364,1464.6471488257857
A,Dedicated per-client,4096,private,128,,1542,385,32,6393.25856611639,38.656468578450585,5.100000000000364,486.7771405174917
A,Dedicated per-client,4096,private,128,,105,1127,385,392.3096021897163,85.0287407382965,5.100000000000023,6492.839345537406
A,Dedicated per-client,4096,private,128,,204,1094,398,735.6922456671306,79.63286934378823,5.100000000000023,6149.018406885141
A,Dedicated per-client,4096,private,128,,1619,242,14,6663.196901981788,29.8021174957903,5.100000000000364,223.17582954302452
A,Dedicated per-client,4096,private,128,,96,1077,414,356.85485700062566,88.01995117907882,5.100000000000023,6549.3440533892235
A,Dedicated per-client,4096,private,128,,128,1101,418,480.1452112336904,79.6989866954737,5.100000000000023,6410.977973183477
A,Dedicated per-client,4096,private,128,,1178,408,116,4935.690827792464,45.417047397647366,5.100000000000364,1976.611890111133
A,Dedicated per-client,4096,private,128,,1122,181,144,4781.652228285274,34.689750747059406,5.100000000000364,2117.8234661010492
A,Dedicated per-client,4096,private,128,,1200,398,109,5049.9830530622285,49.13685884807364,5.100000000000364,1853.9978875222832
A,Dedicated per-client,4096,private,128,,1115,397,137,4760.049098950931,46.10757826063218,5.100000000000364,2146.7140582089023
A,Dedicated per-client,4096,private,128,,1131,2463,115,4805.022257142066,198.0684764623311,5.100000000000364,2104.143790332473
A,Dedicated per-client,4096,private,128,,1014,1349,172,4318.616161829693,95.67433726538366,5.100000000000364,2595.2537667513834
A,Dedicated per-client,4096,private,128,,1420,382,60,5950.109953528536,47.56577649420615,5.100000000000364,966.699169638352
A,Dedicated per-client,4096,private,128,,1333,4085,60,5620.932344867647,261.139230503476,5.100000000000364,1300.5094123342851
A,Dedicated per-client,4096,private,128,,702,181,244,2975.0455740918183,50.370570124121514,5.099999999999909,3951.57242157675
A,Dedicated per-client,4096,private,128,,1351,2040,72,5672.817239680637,136.9659749190887,5.100000000000364,1253.5785658808072
A,Dedicated per-client,4096,private,128,,1415,4076,50,5932.602832843209,269.30805670813425,5.100000000000364,1005.2701539234922
A,Dedicated per-client,4096,private,128,,1299,397,87,5420.434561770902,34.581194667908676,5.100000000000364,1521.3741774216896
A,Dedicated per-client,4096,private,128,,789,165,223,3324.6536855652407,37.64645003090027,5.099999999999909,3622.2731489284765
A,Dedicated per-client,4096,private,128,,201,1060,383,725.2423014206471,79.37740387847214,5.100000000000023,6230.852366796581
A,Dedicated per-client,4096,private,128,,1295,398,97,5411.147074103611,40.9116926972747,5.100000000000364,1550.6300568728102
A,Dedicated per-client,4096,private,128,,1256,1525,88,5218.527453954457,321.43905974564404,5.100000000000364,1744.0424966703467
A,Dedicated per-client,4096,private,128,,1322,395,95,5569.970036042319,39.868094703653696,5.100000000000364,1398.6856160671978
A,Dedicated per-client,4096,private,128,,1174,3970,121,4920.63931445949,254.49143142896173,5.100000000000364,2058.351132608459
A,Dedicated per-client,4096,private,128,,1365,3683,47,5733.581764124918,258.90432565853826,5.100000000000364,1267.5278471908132
A,Dedicated per-client,4096,private,128,,138,1094,411,496.5049403736033,130.44411957561965,5.100000000000023,6506.054317702537
A,Dedicated per-client,4096,private,128,,1326,402,95,5578.143120788199,41.703560044959886,5.100000000000364,1444.2752870435625
A,Dedicated per-client,4096,private,128,,1187,386,119,4976.187087082058,35.539832237916016,5.100000000000364,2040.369645622317
A,Dedicated per-client,4096,private,128,,39,1023,430,168.48055078334417,66.98884482236699,5.099999999999994,6847.346332603137
A,Dedicated per-client,4096,private,128,,68,1033,418,283.2119388084637,102.12108255401193,5.100000000000023,6740.740823345371
A,Dedicated per-client,4096,private,128,,238,1068,400,931.2327355062947,91.62167054229872,5.100000000000023,6097.320732928198
A,Dedicated per-client,4096,private,128,,1321,398,87,5565.5000347518135,42.355721211793025,5.100000000000364,1495.9200594299928
A,Dedicated per-client,4096,private,128,,1383,4184,59,5826.065388259468,261.75989453843613,5.100000000000364,1223.2813539637664
A,Dedicated per-client,4096,private,128,,1235,180,122,5139.484603984187,37.147034662739316,5.100000000000364,1916.2188453871422
A,Dedicated per-client,4096,private,128,,1413,405,70,5926.618777575773,35.086452355572874,5.100000000000364,1129.4579933451623
A,Dedicated per-client,4096,private,128,,1005,203,183,4282.121059133282,29.6248362092374,5.100000000000364,2785.4247020597404
A,Dedicated per-client,4096,private,128,,71,1084,445,285.9529698257572,79.54308553046639,5.100000000000023,6791.241910675848
A,Dedicated per-client,4096,private,128,,1397,392,61,5867.74274622533,220.0825365725741,5.100000000000364,1211.1481059672988
A,Dedicated per-client,4096,private,128,,225,1076,395,841.0429784933217,83.95600735653113,5.100000000000023,6243.625751109412
A,Dedicated per-client,4096,private,128,,1259,806,117,5230.205663968957,66.92248561078395,5.100000000000364,1865.6298314641645
A,Dedicated per-client,4096,private,128,,459,318,294,1926.44753288405,35.1644446710834,5.099999999999909,5172.528983631489
A,Dedicated per-client,4096,private,128,,74,1103,420,292.7099532700315,79.7178932709632,5.100000000000023,6817.695353446835
A,Dedicated per-client,4096,private,128,,148,1091,405,538.9430813155897,84.36398408304888,5.100000000000023,6587.1577127963865
A,Dedicated per-client,4096,private,128,,1479,379,59,6166.968764863323,34.45460126187572,5.100000000000364,966.0706464322038
A,Dedicated per-client,4096,private,128,,1230,390,132,5123.640661323319,41.710515129439045,5.100000000000364,2014.5475475193807
A,Dedicated per-client,4096,private,128,,887,1326,224,3698.6268952793644,92.29235037333683,5.099999999999909,3451.087716585964
A,Dedicated per-client,4096,private,128,,1481,1358,52,6168.536347812077,99.012666831135,5.100000000000364,996.5403398981352
A,Dedicated per-client,4096,private,128,,1431,208,78,6003.770461445388,32.02150177655767,5.100000000000364,1162.827205673526
A,Dedicated per-client,4096,private,128,,1467,2762,48,6118.553224578016,188.05925486521573,5.100000000000364,1050.3351119769095
A,Dedicated per-client,4096,private,128,,1485,4109,50,6179.240455470822,244.3616464520146,5.100000000000364,1002.1209784314815
A,Dedicated per-client,4096,private,128,,202,1171,402,728.7060004808809,93.48202060716733,5.100000000000023,6453.235001655772
A,Dedicated per-client,4096,private,128,,1403,2240,75,5885.993164351211,136.4193782721468,5.100000000000364,1297.8040639330275
A,Dedicated per-client,4096,private,128,,1337,401,103,5638.772776901501,45.808523251915176,5.100000000000364,1545.5810327315612
A,Dedicated per-client,4096,private,128,,1280,787,119,5318.0600923305055,66.26064502510599,5.100000000000364,1866.4960400382051
A,Dedicated per-client,4096,private,128,,1419,4111,58,5948.43296405715,293.05264943091606,5.100000000000364,1239.0136546291342
A,Dedicated per-client,4096,private,128,,1541,4092,28,6391.159635347916,259.3869636640957,5.100000000000364,815.1682948029593
A,Dedicated per-client,4096,private,128,,1353,1917,90,5693.120190695976,124.02921131304993,5.100000000000364,1513.7446060098491
A,Dedicated per-client,4096,private,128,,1385,4079,61,5827.6016363727485,292.4054094774174,5.100000000000364,1367.3236778686369
A,Dedicated per-client,4096,private,128,,1379,397,92,5803.280337226363,39.13352744659096,5.100000000000364,1394.110453163793
A,Dedicated per-client,4096,private,128,,199,1062,421,717.341235526283,86.50755921603809,5.100000000000023,6485.741696849442
A,Dedicated per-client,4096,private,128,,1512,4075,38,6278.019677233537,299.4313668199402,5.100000000000364,927.2199138974302
A,Dedicated per-client,4096,private,128,,1429,395,82,6000.297481190468,42.566152895792584,5.100000000000364,1208.499122670798
A,Dedicated per-client,4096,private,128,,1435,4091,63,6008.56916012631,268.28389945962954,5.100000000000364,1201.9469884097161
A,Dedicated per-client,4096,private,128,,315,1224,400,1223.3570962996237,86.90717689035046,5.099999999999909,5988.535119176077
A,Dedicated per-client,4096,private,128,,359,1057,377,1445.7845800433363,90.29628757089677,5.099999999999909,5766.802530101841
A,Dedicated per-client,4096,private,128,,240,1008,411,942.8677873310662,66.15812315507048,5.100000000000023,6278.799303735397
A,Dedicated per-client,4096,private,128,,1237,409,125,5144.99902625625,39.763132667042555,5.100000000000364,2090.2313983178765
A,Dedicated per-client,4096,private,128,,921,209,223,3896.6550213039195,26.88677554736796,5.099999999999909,3340.6858525611865
A,Dedicated per-client,4096,private,128,,163,1092,415,583.8865939080945,83.70899738708079,5.100000000000023,6659.7792818431
A,Dedicated per-client,4096,private,128,,1245,395,120,5186.3261530219515,38.30766691816552,5.100000000000364,2057.5586347673116
A,Dedicated per-client,4096,private,128,,1354,383,94,5698.194922414803,84.52112997174663,5.100000000000364,1548.3091933704236
A,Dedicated per-client,4096,private,128,,211,1135,396,769.8595682253036,90.1014053669519,5.100000000000023,6477.58540710099
A,Dedicated per-client,4096,private,128,,1061,1312,162,4526.920419923209,92.59625855727609,5.100000000000364,2723.708649944674
A,Dedicated per-client,4096,private,128,,824,1317,243,3471.3380801906296,96.87119289306338,5.099999999999909,3784.808459612298
A,Dedicated per-client,4096,private,128,,1552,372,45,6431.804764979499,36.546612722144346,5.100000000000364,824.996045487539
A,Dedicated per-client,4096,private,128,,1139,200,167,4830.2221858794255,30.300038452572153,5.100000000000364,2440.5423934539704
A,Dedicated per-client,4096,private,128,,1136,197,144,4823.11527603702,34.26858234438532,5.100000000000364,2449.8333518442123
A,Dedicated per-client,4096,private,128,,245,915,420,963.2463820855099,69.97059466383291,5.100000000000023,6321.652709088886
A,Dedicated per-client,4096,private,128,,1375,394,99,5771.9836599098735,36.06576755611786,5.100000000000364,1501.956906372452
A,Dedicated per-client,4096,private,128,,273,1088,400,1070.8058816634248,79.57626624356863,5.099999999999909,6215.444560356915
A,Dedicated per-client,4096,private,128,,1529,4078,37,6358.219332617339,294.67829271971004,5.100000000000364,922.9406329984367
A,Dedicated per-client,4096,private,128,,174,1037,421,627.2746522879035,101.84654955780252,5.100000000000023,6666.532572310341
A,Dedicated per-client,4096,private,128,,1565,228,50,6476.988107976074,33.719523982085775,5.100000000000364,818.0602032495335
A,Dedicated per-client,4096,private,128,,876,206,188,3670.0230175476777,31.789043105395194,5.099999999999909,3627.364857435445
A,Dedicated per-client,4096,private,128,,1508,404,68,6271.064153053446,48.3289875996461,5.100000000000364,1026.1237608131069
A,Dedicated per-client,4096,private,128,,1407,401,88,5897.996871373339,37.011418196612794,5.100000000000364,1400.396122062023
A,Dedicated per-client,4096,private,128,,1219,203,151,5095.230396333174,28.2825505101373,5.100000000000364,2203.4321932631383
A,Dedicated per-client,4096,private,128,,416,1131,377,1705.6026020395634,92.58426219911985,5.099999999999909,5598.94142214545
A,Dedicated per-client,4096,private,128,,1338,393,100,5643.023145245207,37.54953224797282,5.100000000000364,1665.1312948591567
A,Dedicated per-client,4096,private,128,,1432,839,84,6004.671518024816,65.61856605155754,5.100000000000364,1308.876242231945
A,Dedicated per-client,4096,private,128,,1505,4076,44,6266.511784061419,262.2392630117638,5.100000000000364,1051.702897813585
A,Dedicated per-client,4096,private,128,,1169,385,148,4910.2597109584685,39.70302214259118,5.100000000000364,2409.1918881749243
A,Dedicated per-client,4096,private,128,,1686,91,24,6944.439732508723,37.61347517991271,5.100000000000364,375.7561004584704
A,Dedicated per-client,4096,private,128,,1144,404,144,4840.379412843693,42.818038520818845,5.100000000000364,2482.4068918769126
A,Dedicated per-client,4096,private,128,,1476,436,77,6153.922910211365,39.38959973073361,5.100000000000364,1177.5445611383502
A,Dedicated per-client,4096,private,128,,1459,211,73,6088.613808256303,30.116255357866976,5.100000000000364,1246.2873823622704
A,Dedicated per-client,4096,private,128,,1318,1306,114,5541.444617597773,99.9002713995942,5.100000000000364,1793.6557238965006
A,Dedicated per-client,4096,private,128,,184,1023,446,681.4036697595169,80.76935253618615,5.100000000000023,6663.930883673197
A,Dedicated per-client,4096,private,128,,1330,436,114,5589.048050744982,38.04583503709455,5.100000000000364,1756.451137518834
A,Dedicated per-client,4096,private,128,,1055,381,176,4514.723545376991,59.399080562411655,5.100000000000364,2833.2973333732252
A,Dedicated per-client,4096,private,128,,1339,1474,94,5645.016821430045,104.79459374365433,5.100000000000364,1706.2349333774164
A,Dedicated per-client,4096,private,128,,316,1102,386,1235.9151361955799,201.06279750807175,5.099999999999909,6118.106235690124
A,Dedicated per-client,4096,private,128,,1274,58,129,5269.834792946778,109.66695723680641,5.100000000000364,2085.706406460078
A,Dedicated per-client,4096,private,128,,1387,378,92,5830.4523994778,39.03805316347734,5.100000000000364,1526.046611738313
A,Dedicated per-client,4096,private,128,,1591,4077,34,6567.037356442417,267.82963722755085,5.100000000000364,795.6833253374198
A,Dedicated per-client,4096,private,128,,1089,212,162,4653.685433827604,41.39508803465196,5.100000000000364,2710.8519180708054
A,Dedicated per-client,4096,private,128,,224,1204,412,835.6081213177722,83.95234181776232,5.100000000000023,6536.463719319911
A,Dedicated per-client,4096,private,128,,1376,1296,103,5772.956679373197,97.13358646615961,5.100000000000364,1600.459996140973
A,Dedicated per-client,4096,private,128,,1141,9,161,4835.093212883572,37.83958132120006,5.100000000000364,2545.3212556887784
A,Dedicated per-client,4096,private,128,,1562,1850,49,6467.271187296753,131.49804441485412,5.100000000000364,914.4991074273494
A,Dedicated per-client,4096,private,128,,1414,424,94,5932.267127769384,50.15697221140999,5.100000000000364,1459.8622493363719
A,Dedicated per-client,4096,private,128,,328,1106,400,1266.683354252148,82.93731689736342,5.099999999999909,6135.053873180884
A,Dedicated per-client,4096,private,128,,1489,395,76,6201.928445651245,39.14790759218613,5.100000000000364,1200.2938561228093
A,Dedicated per-client,4096,private,128,,226,994,414,842.8416769983992,65.9464088603554,5.100000000000023,6563.283856141441
A,Dedicated per-client,4096,private,128,,320,1231,394,1248.2303158616512,92.02935883641794,5.099999999999909,6160.572998169143
A,Dedicated per-client,4096,private,128,,1428,385,90,5993.1443250978855,43.47360426737305,5.100000000000364,1415.5566795957693
A,Dedicated per-client,4096,private,128,,1741,335,18,7116.813764685583,36.97686274329226,5.100000000000364,292.3149257496607
A,Dedicated per-client,4096,private,128,,1544,387,58,6403.443547537284,46.6883291182985,5.100000000000364,1012.2035332681671
A,Dedicated per-client,4096,private,128,,1236,396,130,5143.575115663787,34.14681303522684,5.100000000000364,2288.3604184042943
A,Dedicated per-client,4096,private,128,,1575,2669,49,6523.630109348019,185.1931154979702,5.100000000000364,897.9177917235756
A,Dedicated per-client,4096,private,128,,1446,385,91,6049.526462958145,34.22071575348582,5.100000000000364,1374.0966828759647
A,Dedicated per-client,4096,private,128,,1460,397,92,6094.869109814704,33.3258781847544,5.100000000000364,1330.950896446976
A,Dedicated per-client,4096,private,128,,227,1089,428,843.9268413094495,86.92749977483243,5.100000000000023,6589.726847452287
A,Dedicated per-client,4096,private,128,,1114,201,171,4758.550005808255,37.77141526075411,5.100000000000364,2679.24088270466
A,Dedicated per-client,4096,private,128,,276,1049,396,1078.9862812797724,91.54941724883633,5.099999999999909,6362.010238950805
A,Dedicated per-client,4096,private,128,,988,203,217,4231.805881391918,29.606217649741666,5.100000000000364,3209.2963303660053
A,Dedicated per-client,4096,private,128,,1362,1201,107,5729.398319314465,94.46937735007123,5.100000000000364,1716.7051651142856
A,Dedicated per-client,4096,private,128,,190,1110,430,694.3371643445554,79.7841219477042,5.100000000000023,6754.144520566613
A,Dedicated per-client,4096,private,128,,182,1053,414,670.8961094937721,91.04187288071853,5.100000000000023,6778.629441777575
A,Dedicated per-client,4096,private,128,,1409,419,97,5909.265457942356,37.9788146047149,5.100000000000364,1544.2416710992984
A,Dedicated per-client,4096,private,128,,1328,2,93,5584.000613140453,28.277800366264273,5.100000000000364,1903.165753397041
A,Dedicated per-client,4096,private,128,,1426,403,94,5981.5163169638545,39.85130684160413,5.100000000000364,1502.910745461185
A,Dedicated per-client,4096,private,128,,1441,386,95,6034.236937921393,34.84007613315043,5.100000000000364,1450.3018371379294
A,Dedicated per-client,4096,private,128,,365,1118,378,1485.193778346605,137.0110662796526,5.099999999999909,6000.73211084512
A,Dedicated per-client,4096,private,128,,282,951,429,1094.837028953671,63.00500683544101,5.099999999999909,6391.882177205915
A,Dedicated per-client,4096,private,128,,1474,3291,71,6144.343031200078,216.7976324907777,5.100000000000364,1343.9921832140499
A,Dedicated per-client,4096,private,128,,1448,392,96,6063.060969846382,39.424308610676235,5.100000000000364,1427.8489820502764
A,Dedicated per-client,4096,private,128,,1301,4082,98,5435.038920920879,277.6662194419687,5.100000000000364,2058.557895928965
A,Dedicated per-client,4096,private,128,,1560,378,66,6462.231845132818,38.304657082498125,5.100000000000364,1035.6385876168897
A,Dedicated per-client,4096,private,128,,1025,4100,172,4369.638998697905,272.5142289291425,5.100000000000364,3135.1515613414367
A,Dedicated per-client,4096,private,128,,1072,197,183,4560.0921251856325,27.294501240690806,5.100000000000364,2961.3452333452615
A,Dedicated per-client,4096,private,128,,1623,386,53,6678.473281867792,41.91927126446171,5.100000000000364,828.4031479796267
A,Dedicated per-client,4096,private,128,,1473,653,77,6141.542216734595,99.47644138575288,5.100000000000364,1367.4532454090058
A,Dedicated per-client,4096,private,128,,1218,1312,139,5093.047436054023,89.11923425382793,5.100000000000364,2423.4140167990945
A,Dedicated per-client,4096,private,128,,1572,4080,54,6503.218011184292,248.44572777406847,5.100000000000364,1029.066412902408
A,Dedicated per-client,4096,private,128,,309,1099,396,1203.737563310768,86.91504970126402,5.099999999999909,6340.253864537084
A,Dedicated per-client,4096,private,128,,1451,4085,82,6071.340703345313,272.3477716103971,5.100000000000364,1477.262593594789
A,Dedicated per-client,4096,private,128,,418,1048,396,1713.6317250597824,82.91684801156134,5.099999999999909,5839.2024079714165
A,Dedicated per-client,4096,private,128,,1462,422,92,6104.205704545624,39.29319925596883,5.100000000000364,1454.3190343530332
A,Dedicated per-client,4096,private,128,,1633,1852,50,6711.630507138766,117.74676714963971,5.100000000000364,853.4503373616162
A,Dedicated per-client,4096,private,128,,347,992,398,1372.8801616140213,77.5912473196729,5.099999999999909,6193.952627306038
A,Dedicated per-client,4096,private,128,,169,1085,424,613.4834024921029,79.54999776295051,5.100000000000023,6953.572162569035
A,Dedicated per-client,4096,private,128,,1660,4077,31,6856.71538857578,267.2414105797998,5.100000000000364,712.8760130444516
A,Dedicated per-client,4096,private,128,,1801,237,14,7347.267180830509,37.45719437636035,5.100000000000364,227.17856828344975
A,Dedicated per-client,4096,private,128,,1372,393,108,5763.5971148642,66.45870874233879,5.100000000000364,1814.657594506033
A,Dedicated per-client,4096,private,128,,362,1103,405,1475.680941838769,81.50835870375818,5.099999999999909,6101.603771358777
A,Dedicated per-client,4096,private,128,,1439,181,91,6033.539871751397,29.91088567317911,5.100000000000364,1550.7556110259447
A,Dedicated per-client,4096,private,128,,1171,1628,175,4919.1429570780065,112.76896401424256,5.100000000000364,2667.708694203151
A,Dedicated per-client,4096,private,128,,1604,4082,43,6618.268894792994,273.1690234626385,5.100000000000364,974.6350606778196
A,Dedicated per-client,4096,private,128,,1483,379,92,6174.134576721603,36.492080329856435,5.100000000000364,1425.431539465264
A,Dedicated per-client,4096,private,128,,1557,379,65,6451.475911503963,170.33526394143155,5.100000000000364,1156.121240190465
A,Dedicated per-client,4096,private,128,,1632,732,54,6710.904816789153,61.282217067516285,5.100000000000364,902.1596006783047
A,Dedicated per-client,4096,private,128,,402,1182,372,1660.5519002346364,86.50153164353856,5.099999999999909,5953.175654840761
A,Dedicated per-client,4096,private,128,,1427,400,106,5990.1850499225975,43.48667197417035,5.100000000000364,1624.7605419559277
A,Dedicated per-client,4096,private,128,,1484,396,94,6176.146509932778,46.362784724760786,5.100000000000364,1442.8022892894696
A,Dedicated per-client,4096,private,128,,1421,2136,91,5955.533551069702,138.3977200567906,5.100000000000364,1664.7797001033396
A,Dedicated per-client,4096,private,128,,271,1066,431,1070.410340340689,88.4517661501011,5.099999999999909,6553.404658026796
A,Dedicated per-client,4096,private,128,,394,1292,379,1610.6897688868983,89.99550417858177,5.099999999999909,6019.469134713362
A,Dedicated per-client,4096,private,128,,392,1065,396,1610.12173780286,88.67848040423814,5.099999999999909,6019.981196788325
A,Dedicated per-client,4096,private,128,,1594,1389,65,6580.554775213895,89.23126655302804,5.100000000000364,1052.9177846880712
A,Dedicated per-client,4096,private,128,,241,985,427,945.9832168556579,65.81983540510305,5.100000000000023,6700.636225161154
A,Dedicated per-client,4096,private,128,,1346,1865,124,5667.997494445395,125.01793312287282,5.100000000000364,1979.0338854455968
A,Dedicated per-client,4096,private,128,,1625,4086,43,6681.529536279371,269.46148010077377,5.100000000000364,972.7018480096867
A,Dedicated per-client,4096,private,128,,293,995,397,1148.9313818899557,79.9650786930772,5.099999999999909,6505.766195176626
A,Dedicated per-client,4096,private,128,,1412,2059,100,5925.455800492567,138.43228553279005,5.100000000000364,1730.079109481051
A,Dedicated per-client,4096,private,128,,1336,1337,123,5627.015602156174,96.8982601963844,5.100000000000364,2044.8107238486145
A,Dedicated per-client,4096,private,128,,189,984,423,693.9871702521926,66.88318855775321,5.100000000000023,6966.6624478560825
A,Dedicated per-client,4096,private,128,,1477,9,102,6155.049945116545,27.715563196738003,5.100000000000364,1504.4331514797805
A,Dedicated per-client,4096,private,128,,1482,449,95,6168.722731327419,48.947692992739576,5.100000000000364,1492.6505114126985
A,Dedicated per-client,4096,private,128,,78,1048,470,309.59541546149853,92.13958967166536,5.100000000000023,7355.0720743868205
A,Dedicated per-client,4096,private,128,,113,1017,462,426.5285240043251,73.48269425337588,5.100000000000023,7239.797148518928
A,Dedicated per-client,4096,private,128,,1498,400,85,6233.831904943777,42.22692625346917,5.100000000000364,1432.5167372374344
A,Dedicated per-client,4096,private,128,,1332,434,124,5599.362893147643,41.1454711501392,5.100000000000364,2068.9972326428797
A,Dedicated per-client,4096,private,128,,1681,2066,36,6922.595266287682,166.8889002420692,5.100000000000364,746.3566659196422
A,Dedicated per-client,4096,private,128,,1371,184,127,5762.017283268163,41.12713054040614,5.100000000000364,1905.966048403342
A,Dedicated per-client,4096,private,128,,1514,386,84,6296.02182162169,36.743011687539365,5.100000000000364,1377.8255920328675
A,Dedicated per-client,4096,private,128,,1488,401,87,6192.053668517447,40.86636184125473,5.100000000000364,1488.8500319012446
A,Dedicated per-client,4096,private,128,,1517,787,85,6300.191411180497,56.979678548433185,5.100000000000364,1387.8619115409037
A,Dedicated per-client,4096,private,128,,1024,212,217,4366.697138423245,32.80636468854391,5.100000000000364,3321.218212650315
A,Dedicated per-client,4096,private,128,,1519,2611,70,6304.877673265324,204.53988494515943,5.100000000000364,1390.4290905579182
A,Dedicated per-client,4096,private,128,,336,1112,431,1308.0752552233334,90.23239981996517,5.099999999999909,6390.314763220688
A,Dedicated per-client,4096,private,128,,334,1066,407,1301.5573554662485,83.28122624631965,5.099999999999909,6403.597742790889
A,Dedicated per-client,4096,private,128,,1502,184,89,6245.147888782466,55.75425558923689,5.100000000000364,1469.886624897993
A,Dedicated per-client,4096,private,128,,254,1264,416,1005.081035643284,91.95330871688077,5.100000000000023,6727.003065394884
A,Dedicated per-client,4096,private,128,,1290,3476,125,5362.835095859514,207.71286778812282,5.100000000000364,2369.2490051786544
A,Dedicated per-client,4096,private,128,,1463,383,75,6104.996074507112,37.327340372936305,5.100000000000364,1615.5590919381448
A,Dedicated per-client,4096,private,128,,1000,17,206,4270.603381021328,165.73300442653363,5.100000000000364,3452.4060259224616
A,Dedicated per-client,4096,private,128,,1369,417,122,5748.751042012865,40.80762907314056,5.100000000000364,1975.542153040361
A,Dedicated per-client,4096,private,128,,1563,2177,71,6472.149769553502,150.12327564380848,5.100000000000364,1252.7974996412404
