UseCase,Serving Name,Batching_Strategy,Hardware,Parallelism,Max_Batch_Size,Chunk_Size,Cost,HW_Combination,Vendor,Energy_Used,TTFT_avg,TPOT_avg,rps,TTFT_p50,TTFT_p90,TTFT_p95,TTFT_p99,output_throughput,total_token_throughput,tokens_per_dollar,num_completed,num_ttft_observed
chat-100.0rps,"h200_sxm-tpu_v7|{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,55.55,"['h200_sxm_1', 'tpu_v7_1']",Mixed,1.4203282441259328,27.08147711677229,9.349533481989678,10.535936040026277,21.54738461019656,50.18039119200143,60.652087547138834,75.53315302417602,6065.485698562928,12130.971397125855,109.18966154028674,200,200
chat-100.0rps,"mi355x-mi350x|{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi355x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,72.0,"['mi355x_1', 'mi350x_1']",Mixed,1.001422782141282,10.267869662659264,5.675661892852024,16.837882742894436,7.91879216787089,18.347232315097923,23.336253720651253,27.44641082094757,9693.484905670613,19386.969811341227,134.63173480098075,200,200
chat-100.0rps,"h200_sxm-tpu_v6e|{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,30.619999999999997,"['h200_sxm_1', 'tpu_v6e_2']",Mixed,1.3950231062597251,414.17118916019325,9.34873552419979,10.305964968927311,428.95340311562416,729.1119409558614,785.1438924184865,841.1394465328117,5933.092502786609,11866.185005573217,193.76526788983048,200,200
chat-100.0rps,"tpu_v7-etched|{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,tpu_v7-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,84.0,"['tpu_v7_1', 'etched_1']",Mixed,1.39064337321719,11.876380529757464,5.598048061159182,16.93095396974432,8.892788846060967,23.824377621105803,26.58479683459437,34.91365515965782,9747.065545611955,19494.13109122391,116.0364945906185,200,200
chat-100.0rps,"mi355x-mi355x|{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi355x-mi355x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,76.0,"['mi355x_2', 'mi355x_1']",AMD,0.6389775587182329,30.037904138760105,5.576431480543968,19.679067787903094,24.91208201559877,55.021749392582066,62.773147528141045,80.95236093005101,11329.140930156871,22658.281860313742,149.06764381785356,200,200
chat-100.0rps,"b200_sxm-h200_sxm|{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,59.64,"['b200_sxm_1', 'h200_sxm_2']",Mixed,1.0043282996020422,11.55852836608652,5.67599013428251,16.86636276236087,8.893499589214798,22.10530893520592,26.597719765553915,30.698505543109647,9709.88071047734,19419.76142095468,162.80819434066635,200,200
chat-100.0rps,"etched-gb300|{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,etched-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,96.0,"['etched_2', 'gb300_1']",Mixed,0.8003588207137411,50.15033493862932,4.695096431842116,21.034962414746108,45.159493017919885,83.65682087949688,109.63589042309484,138.9158976090179,12109.722687357262,24219.445374714523,126.14294465997148,200,200
chat-100.0rps,"mi350x-etched|{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi350x-etched,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,78.0,"['mi350x_2', 'etched_1']",Mixed,0.8181048719159432,153.0738237370924,4.685329916077312,20.843146170566918,144.41887162397677,272.6191461226036,308.7390735838435,322.35122087261806,11999.295034664521,23998.590069329042,153.8371158290323,200,200
chat-100.0rps,"b200_sxm-h200_sxm|{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,64.22,"['b200_sxm_1', 'h200_sxm_2']",Mixed,0.8906723058492213,11.349999187056655,5.834798896699487,15.437385834772632,8.854578365629607,20.51537695175113,26.1013404948404,30.698505543109647,8887.22583814943,17774.45167629886,138.38719772889178,200,200
chat-100.0rps,"h200_sxm-mi355x|{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,69.62,"['h200_sxm_1', 'mi355x_1']",Mixed,1.8712222462375125,414.17118916019325,9.289597271290855,10.31285177334443,428.95340311562416,729.1119409558614,785.1438924184865,841.1394465328117,5937.0572016555225,11874.114403311045,85.27804081665501,200,200
