Batching_Strategy,Hardware,Parallelism,Max_Batch_Size,Chunk_Size,Cost,HW_Combination
BatchingMethod.DISAGGREGATED,b200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,46.4,"['b200_sxm_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,80.0,"['tpu_v7_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,73.24,"['gb300_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,55.239999999999995,"['h200_sxm_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,73.24,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,82.4,"['b200_sxm_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,64.4,"['mi350x_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,78.0,"['etched_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,86.0,"['etched_2', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,86.0,"['mi355x_2', 'etched_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,79.0,"['b200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,56.43,"['mi350x_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,67.55,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,82.5,"['gb300_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,68.5,"['tpu_v7_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,84.0,"['etched_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,73.3,"['mi355x_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,53.86,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,73.0,"['mi355x_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v6e-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,35.2,"['tpu_v6e_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,67.0,"['tpu_v7_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,57.599999999999994,"['b200_sxm_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,72.0,"['tpu_v7_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,84.62,"['gb300_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,52.86,"['h200_sxm_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,84.62,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,75.6,"['b200_sxm_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,62.2,"['mi350x_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,87.0,"['etched_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,91.0,"['etched_2', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,81.0,"['mi355x_2', 'etched_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,72.19999999999999,"['b200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,58.81,"['mi350x_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,56.169999999999995,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,91.5,"['gb300_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,65.5,"['tpu_v7_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,92.0,"['etched_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,75.1,"['mi355x_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,91.5,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,61.1,"['b200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,72.81,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,52.169999999999995,"['tpu_v7_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,68.0,"['gb300_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,93.5,"['mi355x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,84.62,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,63.0,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,70.6,"['mi355x_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,74.2,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,78.0,"['tpu_v6e_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,42.0,"['gb300_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,53.86,"['tpu_v7_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,60.62,"['h200_sxm_2', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,61.0,"['tpu_v7_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,52.86,"['mi350x_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,62.2,"['b200_sxm_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,75.6,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,81.0,"['gb300_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,91.0,"['mi355x_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,82.5,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,63.3,"['b200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,66.43,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,55.55,"['tpu_v7_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,76.0,"['gb300_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,88.5,"['mi355x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,73.24,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,62.0,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,72.4,"['mi355x_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,72.4,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,60.0,"['tpu_v6e_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,60.0,"['gb300_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,57.239999999999995,"['tpu_v7_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,57.239999999999995,"['h200_sxm_2', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,62.0,"['tpu_v7_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,55.239999999999995,"['mi350x_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,64.4,"['b200_sxm_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,82.4,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,86.0,"['gb300_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,86.0,"['mi355x_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,73.5,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,65.5,"['b200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,60.05,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,58.93,"['tpu_v7_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,84.0,"['gb300_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,83.5,"['mi355x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,61.86,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,61.0,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,74.2,"['mi355x_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,70.6,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,42.0,"['tpu_v6e_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,78.0,"['gb300_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,60.62,"['tpu_v7_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,53.86,"['h200_sxm_2', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,63.0,"['tpu_v7_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,57.62,"['mi350x_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,66.6,"['b200_sxm_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,89.2,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,91.0,"['gb300_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,81.0,"['mi355x_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,64.5,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,67.69999999999999,"['b200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,53.669999999999995,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,62.31,"['tpu_v7_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,92.0,"['gb300_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-gb300,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,78.5,"['mi355x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,67.69999999999999,"['mi350x_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,64.5,"['etched_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,64.6,"['b200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,53.669999999999995,"['mi355x_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-gb300,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,92.0,"['tpu_v7_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,84.62,"['h200_sxm_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,72.0,"['etched_2', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi350x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,66.6,"['mi350x_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,91.0,"['mi355x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,81.0,"['gb300_2', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,43.86,"['tpu_v6e_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-gb300,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,88.0,"['tpu_v7_1', 'gb300_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,30.619999999999997,"['h200_sxm_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,65.2,"['b200_sxm_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,53.86,"['tpu_v7_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,62.2,"['b200_sxm_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,69.0,"['gb300_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,70.6,"['mi355x_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,mi350x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,65.5,"['mi350x_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,73.5,"['etched_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,65.8,"['b200_sxm_1', 'tpu_v7_1']"
